,Unnamed: 0,city,company_name,description,duty,employment,experience,max_salary,min_salary,name,published_date,requirements,schedule,skills,terms
10714,10714,,IBS,<em>Приглашаем специалистов в наше новое подразделение по тестированию ПО – IBS AppLine. До ноября 2019 это была компания «Аплана» – лидер российского рынка услуг по тестированию программного обеспечения.</em><br /><br />,"Обязанности: Анализ существующей функциональности на предмет необходимости автоматизации тестирования.Анализ бизнес требований, функциональных требований и технических заданий.Разработка и рефакторинг фреймворка автотестов.Ревью кода.Активное взаимодействие с Agile-командой. ",Полная занятость,От 1 года до 3 лет,,,qa automation (backend),2020-09-25T15:05:41+0300,"Требования:  Опыт тестирования backend, API (обязательно);  Опыт работы с Java, Spring Framework, Cucumber (обязательно)  Опыт работы с GIT, Maven, Gradle, Jenkins (желательно, но не критично)  Опыт работы по методологии Agile (понимание / отличие SCRUM/Kanban).  ",Полный день,"[{'name': 'Java'}, {'name': 'API'}, {'name': 'Cucumber'}, {'name': 'Spring Framework'}]","Условия: Работа в стабильной компании, основанной в 1992 году.Дружная команда профессионалов, лояльное руководство;Достойный уровень оплаты труда;Медицинская страховка после прохождения испытательного срока;Возможности для развития и профессионального обучения;Обучение и сертификация за счет компании;Льготные условия на курсы английского языка."
10739,10739,,IBS,<em>Приглашаем специалистов в наше новое подразделение по тестированию ПО – IBS AppLine. До ноября 2019 это была компания «Аплана» – лидер российского рынка услуг по тестированию программного обеспечения.</em><br /><br />,"Обязанности: Анализ существующей функциональности на предмет необходимости автоматизации тестирования.Анализ бизнес требований, функциональных требований и технических заданий.Разработка и рефакторинг фреймворка автотестов.Ревью кода.Активное взаимодействие с Agile-командой. ",Полная занятость,От 1 года до 3 лет,,,qa automation (backend),2020-09-25T14:44:22+0300,"Требования:  Опыт тестирования backend, API (обязательно);  Опыт работы с Java, Spring Framework, Cucumber (обязательно)  Опыт работы с GIT, Maven, Gradle, Jenkins (желательно, но не критично)  Опыт работы по методологии Agile (понимание / отличие SCRUM/Kanban).  ",Полный день,"[{'name': 'Java'}, {'name': 'API'}, {'name': 'Cucumber'}, {'name': 'Spring Framework'}]","Условия: Работа в стабильной компании, основанной в 1992 году.Дружная команда профессионалов, лояльное руководство;Достойный уровень оплаты труда;Медицинская страховка после прохождения испытательного срока;Возможности для развития и профессионального обучения;Обучение и сертификация за счет компании;Льготные условия на курсы английского языка."
10770,10770,,LATOKEN,LATOKEN’s mission is to ,,Полная занятость,От 3 до 6 лет,250000.0,150000.0,java backend developer (remote),2020-10-01T22:44:20+0300,,Удаленная работа,"[{'name': 'Java'}, {'name': 'Docker'}, {'name': 'Spring'}, {'name': 'Backend'}]",
10813,10813,,ivi,"Команда, ответственная за серверную часть ivi (backend), ищет ещё одного специалиста по тестированию. Мы работаем преимущественно c REST API, используем Linux в качестве рабочей ОС, пишем на Python, в девелоперской среде у нас развернута полноценная инфраструктура для тестирования на основе OpenStack c кластером для каждого тестировщика. Нужно будет тестировать множество микросервисов, каждый из которых представляет собой отдельный пласт бизнес-логики нашего сервиса. Не сомневайтесь - погружаться в эти дебри вы будете под чутким присмотром наставника и нашей команды! ",Обязанности:  Тестирование API микросервисов (ручное и автоматизированное);  Участие в еженедельном планировании;  Участие в межкомандных проектах по автоматизации тестирования микросервисов.  ,Полная занятость,От 1 года до 3 лет,,100000.0,инженер по тестированию backend (remote),2020-10-15T15:04:31+0300,"Требования: Умение тестировать (составление тест-кейсов, структурный подход к планированию тестирования);Знание Linux на уровне пользователя (cd, mkdir, vim, grep, tail и т.п.);Знание SQL (например, вы знаете как выбрать последнюю запись из таблицы);Опыт написания автотестов в стеке python+pytest;Понимание как работает http и что такое REST API;Инициативность (вы не боитесь предлагать свои идеи коллегам/руководству);Самостоятельность (вам не нужен менеджер, который будет заставлять работать). ",Удаленная работа,"[{'name': 'Python'}, {'name': 'Linux'}, {'name': 'Git'}, {'name': 'MongoDB'}, {'name': 'Bash'}, {'name': 'Тестирование'}, {'name': 'API'}, {'name': 'REST'}]",
10900,10900,,Интерфакс,,,Полная занятость,От 3 до 6 лет,,,middle backend developer,2020-10-02T10:48:40+0300,,Полный день,"[{'name': 'TFS'}, {'name': 'C#'}, {'name': 'База данных: Oracle'}, {'name': 'AngularJS'}]",
10973,10973,Москва,Postuf,,,Полная занятость,От 3 до 6 лет,300000.0,150000.0,middle/senior backend developer,2020-10-15T11:35:52+0300,"Требования: Опыт разработки на PHP;Уверенное знание принципов ООП и основных шаблонов проектирования;Знание SQL и опыт работы с базами данных;Понимание принципа работы HTTP протокола;Опыт разработки многопоточных приложений;Работа с ОС Linux на уровне продвинутого пользователя;Опыт работы с Git;Ответственность и аккуратность, умение тестировать собственный код;Умение работать в команде. ",Гибкий график,"[{'name': 'PHP'}, {'name': 'MySQL'}, {'name': 'PostgreSQL'}, {'name': 'Linux'}, {'name': 'Настройка серверов Apache'}, {'name': 'Git'}, {'name': 'Ubuntu Server'}, {'name': 'HTTP'}, {'name': 'Nginx'}, {'name': 'Symfony'}, {'name': 'ООП'}]",Условия: Гибкий график;Повышение заработной платы на 10.000 рублей каждые полгода;Apple техника (macbook pro + 4K монитор); Горячие 
10979,10979,,LATOKEN,"LATOKEN делает активы и деньги доступными по всему миру будучи ведущей биржей цифровых активов. Мы крупнейший в мире рынок первичного размещения цифровых акций и utility-токенов стартапов (согласно отчету Inwara). Мы ищем опытного back-end разработчика на high-load проекты для написание сервисов, обслуживающих миллионы заявок в секунду. ",,Полная занятость,От 3 до 6 лет,220000.0,170000.0,backend разработчик (remote),2020-09-22T18:29:35+0300,Требования: Разработка backend от 2-х лет (Node.js/C++/Java)Опыт работы с DockerЗнание SQL (PostgreSQL и другие)Опыт разработки серверных APIПонимание принципов разработки микросервисных приложений ,Удаленная работа,"[{'name': 'JavaScript'}, {'name': 'Node.js'}, {'name': 'C++'}, {'name': 'Java'}, {'name': 'Python'}, {'name': 'C#'}, {'name': 'TypeScript'}, {'name': 'Microservices'}, {'name': 'Kubernetes'}, {'name': 'PostgreSQL'}, {'name': 'Spring Framework'}, {'name': 'JPA'}, {'name': 'Blockchain'}, {'name': 'Crypto'}, {'name': 'Cryptocurrency'}, {'name': 'API'}, {'name': 'Kafka'}, {'name': 'protobuf'}, {'name': 'Unit Testing'}, {'name': 'Docker'}, {'name': 'Backend'}]",
10994,10994,,Сбербанк,,,Полная занятость,Нет опыта,,,backend разработчик,2020-10-12T20:35:03+0300,,Полный день,[],
11067,11067,,Прибыльные приложения,"i2crm - веб-сервис по работе с соцсетями и мессенджерами. Мы находимся в постоянном развитии и расширении, поэтому нужны новые разработчики для реализации поставленных задач. На рынке мы с 2016 года, практически с самого начала компания прибыльна и активно развивается на свои средства. У нас свежее приложение без легаси. Код отлично структурирован и описан. За этим следит мега-опытный тим-лид-архитектор, под началом которого и будете работать. Код-ревью хороший, а тестировщики реально работают. Работа удаленная, фултайм. Основные инструменты коммуникации: телеграм, трелло и зум. Ненужного скрам-буллшита нет, созвон примерно раз в неделю для синхронизации. ",,Полная занятость,От 3 до 6 лет,,100000.0,"backend-разработчик (php, yii2, senior)",2020-10-14T06:51:47+0300,"Требования: Отличное знание PHP 7 и использование фреймворка Yii2.Уверенное знание Go и JavaScript на уровне &quot;читаю, понимаю, могу дописать&quot;.Опыт работы с Git и Composer.MySQL - оптимизация и отладка запросов.Redis - уметь использовать не только в качестве кеша.Опыт реверсинга веб-приложений (нужно уверенно читать и писать на JavaScript. Приложение использует WebSocket в качестве основного протокола).Чистый код, знание PSR.Опыт написания юнит-тестов.Поиск проблем с производительностью в стороннем ПО (уметь использовать strace, gdb и т.д. Может потребоваться сборка пакетов вручную).Опыт работы в open source.Уметь читать и писать на тех. английском.Умение оценивать сроки и самостоятельно решать поставленные задачи.Опыт работы в реальных проектах &gt;= 5 лет. ",Удаленная работа,"[{'name': 'Git'}, {'name': 'JavaScript'}, {'name': 'Java'}, {'name': 'Yii'}, {'name': 'MySQL'}]","Условия: Работа в небольшой растущей команде адекватных специалистов под началом опытного архитектора.Разумное и мягкое отношение к понятию «рабочий график».Удалённая работа.“На руки” от 100к, в зависимости от навыков.Нужно будет пройти тестовое задание."
11089,11089,Москва,"ОТП Банк, АО (OTP bank)",,,Полная занятость,От 1 года до 3 лет,,,backend developer,2020-10-09T12:01:40+0300,,Полный день,"[{'name': 'Oracle Pl/SQL'}, {'name': 'Java'}, {'name': 'SQL'}, {'name': 'Java EE'}, {'name': 'XML'}, {'name': 'ORACLE'}, {'name': 'Разработка ПО'}, {'name': 'База данных: Oracle'}]",<em>В свою очередь мы предлагаем:</em> Реализация своего профессионального потенциала в крупном современном Банке;Привлекательные финансовые условия;Дополнительные интересные бенефиты;Возможность расти и развиваться;Гибкое начало рабочего дня;Новый современный офис (м.Войковская).  
11133,11133,Москва,Мобитех,,,Полная занятость,От 3 до 6 лет,320000.0,270000.0,senior backend developer (c++\python),2020-10-13T11:58:48+0300,,Полный день,"[{'name': 'Python'}, {'name': 'Ориентация на результат'}, {'name': 'Базы данных'}, {'name': 'C++'}, {'name': 'backend'}]","SmartPrice - уникальный проект, специализируемся на продаже и сертификации электроники, которая уже когда-то использовалась. Мы — команда предпринимателей, которая строит бизнес на культуре ReCommerce. Эта культура предполагает, что в мире существует очень много вещей, которые могут быть использованы повторно без потери качества. Мы активно растем в это непростое время и готовы предложить конкурентные условия на рынке труда. Будем рады совместному сотрудничеству и развитию! "
11211,11211,Москва,Condé Nast,,Обязанности: разработка серверной части проектов компании;покрытие кода тестами;документирование кода;ревью кода других разработчиков;участие в проектировании архитектуры сервисов и сайтов. ,Полная занятость,От 1 года до 3 лет,,,web-разработчик (backend),2020-10-09T15:38:36+0300,"Требования: уверенное знание PHP 7+ и его экосистемы;опыт работы с Composer; Symfony 4, 5; Doctrine ORM;опыт написания и оптимизации SQL запросов (MySQL);опыт написание тестов (Unit, Functional);опыт работы с RabbitMQ;опыт работы с Redis;знание паттернов и принципов ООП (GOF, SOLID, GRASP);понимание как устроен HTTP, REST. ",Удаленная работа,[],Условия: удаленная работа (рассматриваем также кандидатов с возможностью работы из своего города);уровень заработной платы обсуждается с успешным кандидатом.    
11222,11222,,Russ Outdoor,Компания ,,Полная занятость,От 3 до 6 лет,200000.0,,программист c#/sql (backend),2020-10-14T11:34:13+0300,"Требования:  Знание специального программного обеспечения:<br />MS Visual Studio, MS SQLServer Management Studio, MS TFS/Git/GitHub/Jira clients;  Опыт работы в аналогичной должности (не менее): 3-5 лет; Высшее техническое образование;Английский язык на уровне чтения технической документации. ",Полный день,"[{'name': '.NET Framework'}, {'name': 'WCF'}, {'name': 'SQL'}, {'name': 'Git'}, {'name': 'ASP.NET'}]","Условия: Комфортный офис в бизнес-парке &quot;Рига-Лэнд&quot;, 9 км от МКАД по Новорижскому шоссе, от м. Строгино и м. Щукинская, станции Павшино около 20 мин. корпоративным транспортом;&quot;Белая&quot; компания - соблюдение ТК РФБесплатный корпоративный транспорт от Метро Щукинская, Строгино, ст.Павшино.Бесплатное паковочное место на территории работодателя, ДМС."
11351,11351,,Архитекторы Решений,"Приглашаем в команду backend-разработчика. Работа удаленная, полная занятость. Отличная команда, сложные задачи. ","Обязанности:  Участие в проектировании и разработке системы управления данными  Создание новых компонент системы, тестирование их с помощью unit-тестов  Разработка и доработка data pipeline  ",Полная занятость,От 3 до 6 лет,,150000.0,backend-разработчик,2020-10-13T14:36:14+0300,"Требования:  Опыт разработки Java/Python/etc.  Опыт разработки и оптимизации приложений на основе Kafka и Spark 3.0  Владение Scala, Scalatest  Опыт разработки распределенных систем, понимание ключевых принципов, используемых в распределенных системах  Знание современных методологий разработки, понимание общих основ программирования, алгоритмов  Умение выполнять самостоятельно поставленные задачи, быстро обучаться и находить информацию для решения найденных проблем  Владение английским языком на уровне чтения документации  ",Удаленная работа,"[{'name': 'Kafka'}, {'name': 'Spark 3.0'}, {'name': 'Skala'}, {'name': 'Scalatest'}, {'name': 'Java'}]",
11358,11358,Москва,Эйс Плэйс,,"Условия: Гибкий график; 5 дневная рабочая неделя кофе, чай, шоколадки, печенье;  Комфортный офис в 3 минутах от мцк. Балтийская Своевременная выплата зарплат, оформление по ТК. Обязанности:<br />⁃ Поддержка и дальнейшая разработка rest api для мобильного приложения<br />⁃ Доставка приложения в Production Необходимые навыки:<br />⁃ Golang<br />⁃ MongoDB<br />⁃ Docker и Docker-Compose<br />⁃ Базовые навыки построения web-приложений Будет плюсом:<br />⁃ Push уведомления<br />⁃ Работа с OAuth провайдерами Обязательное требование:<br />⁃ Ссылка на GitHub профиль<br />⁃ Минимум один публичный репозиторий",Полная занятость,От 1 года до 3 лет,,70000.0,backend developer,2020-10-13T11:38:25+0300,,Полный день,"[{'name': 'Работа с базами данных'}, {'name': 'Python'}, {'name': 'Git'}, {'name': 'MongoDB'}, {'name': 'Golang'}, {'name': 'Docker'}, {'name': 'Docker-Compose'}, {'name': 'Kubernetes'}, {'name': 'APNS'}, {'name': 'OAuth'}, {'name': 'Firebase'}]","Условия: Гибкий график; 5 дневная рабочая неделя кофе, чай, шоколадки, печенье;  Комфортный офис в 3 минутах от мцк. Балтийская Своевременная выплата зарплат, оформление по ТК. Обязанности:<br />⁃ Поддержка и дальнейшая разработка rest api для мобильного приложения<br />⁃ Доставка приложения в Production Необходимые навыки:<br />⁃ Golang<br />⁃ MongoDB<br />⁃ Docker и Docker-Compose<br />⁃ Базовые навыки построения web-приложений Будет плюсом:<br />⁃ Push уведомления<br />⁃ Работа с OAuth провайдерами Обязательное требование:<br />⁃ Ссылка на GitHub профиль<br />⁃ Минимум один публичный репозиторий"
