,Unnamed: 0,city,company_name,description,duty,employment,experience,max_salary,min_salary,name,published_date,requirements,schedule,skills,terms
18,18,,Апптимизм,,,Полная занятость,От 3 до 6 лет,130000.0,100000.0,frontend-разработчик,2020-10-15T15:22:10+0300,"ряд плюсов: <br />- Мы не галера, где тебе придется грести от дейли стендапа до обеда, а маленькая компания с семейной атмосферой;<br />- А это значит, что у нас нет всяких бюрократических штук, которые отвлекают разработчика от процесса;<br />- И твой голос будет иметь вес в принятии решений по проекту и организации рабочего процесса;<br />- А еще у нас нет грейдов, и твой рост ограничен только тем вкладом, который ты вносишь в проект, а не бездушной табличкой с требованиями;",Полный день,"[{'name': 'Vue'}, {'name': 'Nuxt'}, {'name': 'Node.js'}, {'name': 'AngularJS'}, {'name': 'JavaScript'}, {'name': 'Git'}, {'name': 'Оптимизация бизнес-процессов'}, {'name': 'Умение работать в коллективе'}]",
32,32,,Cellar door,Мы в поисках ,,Полная занятость,От 3 до 6 лет,150000.0,,middle+ frontend разработчик (react/удаленно),2020-09-28T09:58:19+0300,,Удаленная работа,"[{'name': 'JavaScript'}, {'name': 'CSS'}, {'name': 'HTML'}, {'name': 'React.js'}, {'name': 'Typescript'}]","Условия:  Полностью официальная зарплата, трудовой договор или договор с ИП.  Уровень заработной платы до 150К на руки.  Работа удаленная, но на full-time.  График свободный, важно присутствие на митингах и рабочих совещаниях.  Командировки в Нижний Новгород 1 раз в квартал на общие митинги и активности (по желанию) "
35,35,,"ОТП Банк, АО (OTP bank)","Мы, команда Cash Loan offline CJ and Service (трайб Lending and POS), занимаемся развитием кредитов наличными в ОТП Банке<br />Наш продукт - это кредиты наличными в оффлайн-каналах (Отделения Банка, POS-точки). Наши цели: быстрые продукты, быстрые способы доставки денег, довольные Клинты<br />В ближайшее время мы планируем внедрение новых продуктов (кредит под залог авто, рефинансирование, гарантированная ставка и прочие), разработку onboarding стратегии, а также будем заниматься развитием и переводом на микросервисной архитектуру продуктового каталога, кредитного конвейера и процессов обслуживания (досрочное погашение, получение справок и т.д.). Мы будем выстраивать взаимодействие с внутренними и внешними клиентами и стремиться максимизировать их уровень удовлетворенности продуктом и сервисами.<br /><br />",,Полная занятость,От 3 до 6 лет,,,senior frontend разработчик,2020-09-16T13:29:12+0300,,Полный день,"[{'name': 'JavaScript'}, {'name': 'jQuery'}, {'name': 'Git'}, {'name': 'React/Redux'}, {'name': 'ES6'}]",Что мы предлагаем: Реализация своего профессионального потенциала в крупном современном Банке;Привлекательные финансовые условия;Дополнительные интересные бенефиты;Возможность расти и развиваться;Гибкое начало рабочего дня;  
134,134,,Венул,"Проектная работа (не более 100 часов) - субподряд на выполнение части работ по фронтенду по контракту у постоянного Заказчика. Требуемый опыт в javascript&#39;е 2-3 года, а также<br />• Webix<br />• Jasper Reports На бэкенде Java (нужно знать основы) Работа в любое время суток. Сдать работы нужно к 25 октября (работать можно в любое время суток) Команда молодая. Будет не скучно:) Наличие статуса самозанятого (если нет, не страшно. Погуглите. Самозанятость можно оформить за пару кликов. Все налоги за Вас мы оплачиваем сверх рейта.) Заключение договора на выполнение работ. Оплата после сдачи проекта. Размер рейта от 800 до 900 руб в час (после собеседования) При отклике на вакансию пришлите, пожалуйста, примеры кода.",,Частичная занятость,От 1 года до 3 лет,150000.0,100000.0,frontend-разработчик,2020-10-05T09:58:45+0300,,Удаленная работа,[{'name': 'Работа в команде'}],
260,260,Москва,Банки.ру,"Banki.ru — крупнейший финансовый супермаркет Рунета, предлагающий продукты банковского, страхового, телекоммуникационного и инвестиционного рынков.<br />Мы являемся лидером среди финансовых медиа, главным маркетплейсом отрасли.<br />Ежемесячно на Banki.ru заходит более 10 миллионов уникальных пользователей. И наша команда ежедневно работает над тем, чтобы все эти люди получали оперативную, достоверную и подробную информацию о финансовом рынке. Мы помогаем в выборе самых выгодных предложений и способствуем решению проблем, возникших при взаимодействии с финансовыми организациями. ","Обязанности: Написание нового функционала с использованием новых технологий;Поддержка уже написанного функционала, исправление дефектов;Рефакторинг текущего функционала;Участие в командной разработке и выборе технических решений. ",Полная занятость,От 3 до 6 лет,,,frontend-разработчик (senior),2020-10-15T17:23:26+0300,"Требования: Уверенное знание нативного JS, ES2015, ES6+;Опыт работы с одним из фреимворков – React, Vue, Angular;Умение верстать, владение флексбоксами, знание БЭМ, опыт адаптивной вёрстки;Опыт работы с системами контроля версий, git;Опыт работы с CSS препроцессорами (мы используем Stylus);Опыт работы с html шаблонизаторами, например, twig, pug;Опыт сборки статики (gulp, webpack);Владение основами командной строки Linux;Понимание ООП. ",Полный день,"[{'name': 'JavaScript'}, {'name': 'Git'}, {'name': 'ReactJS'}, {'name': 'HTML'}, {'name': 'CSS'}]","Условия: Достойная оплата труда (обсуждается индивидуально на встрече) + полугодовые премии.Официальное оформление по ТК РФ с первого рабочего дня.Участие в конференциях, митапах, обучающих курсах.Возможность карьерного роста внутри команды.Компенсация питания, ДМС, английский, фитнес, отсутствие дресс-кода, гибкое начало рабочего дня.Офис в шаговой доступности от м. Нахимовский пр-т. Можно работать удаленно.    "
273,273,Москва,Uchi.ru,,,Полная занятость,От 3 до 6 лет,,,senior frontend-разработчик,2020-09-29T13:11:22+0300,,Полный день,"[{'name': 'React'}, {'name': 'JavaScript'}]",
382,382,Москва,Kameleoon,,,Полная занятость,От 1 года до 3 лет,,,frontend-разработчик,2020-10-15T15:18:05+0300,,Полный день,"[{'name': 'Sass'}, {'name': 'Less'}, {'name': 'Git'}, {'name': 'JavaScript'}, {'name': 'HTML'}, {'name': 'React.js'}, {'name': 'TDD'}, {'name': 'CSS'}, {'name': 'CSS3'}, {'name': 'Scrum'}, {'name': 'HTML5'}, {'name': 'Работа в команде'}, {'name': 'Linux'}, {'name': 'Умение работать в коллективе'}]",
387,387,Москва,Технологии продаж,,"Обязанности: Адаптивная, кроссбраузерная верстка по макетам (Figma)<br />Разработка frontend нового продукта vue.js с использованием БЭМ<br />Участие в обсуждении UI, UX, формирования архитектуры, выбора технологий, требований к API<br />Помощь своей команде, поиск и выбор оптимальных решений.<br />Поддержка существующих интерфейсов и постепенный переход на vue.js ",Полная занятость,От 1 года до 3 лет,80000.0,,frontend-разработчик,2020-10-05T10:36:53+0300,"Требования:  знания HTML5, CSS3, JavaScript ES6  Опыт работы с vue.js и Bootstrap  Опыт использования систем контроля версий (Git)  Опыт использования менеджеров пакетов (npm, yarn)  Опыт адаптивной и кроссбраузерной верстки  ",Удаленная работа,"[{'name': 'JavaScript'}, {'name': 'Git'}, {'name': 'vue.js'}, {'name': 'Bootstrap'}, {'name': 'UI'}, {'name': 'UX'}, {'name': 'CSS3'}, {'name': 'HTML5'}, {'name': 'Ajax'}, {'name': 'jQuery'}, {'name': 'БЭМ'}]",Условия:  Удаленную работу;  Стабильную своевременную зарплату;  Возможность роста внутри компании  Масштабные задачи;  Современные технологии;  Расширение технического кругозора; 
409,409,Москва,Росгосстрах,"В рамках Росгосстрах реализуется масштабный проект – внедрение новой Enterprise системы для заключения и учета страховых договоров. Она будет центром основных бизнес-процессов компании. На проекте задействовано более 150 человек, в том числе коллеги из Европы и Америки. ",,Полная занятость,От 1 года до 3 лет,,,ведущий фронтэнд разработчик (senior frontend developer),2020-10-06T13:47:36+0300,,Полный день,"[{'name': 'Agile Project Management'}, {'name': 'Atlassian Jira'}, {'name': 'Java'}, {'name': 'Scrum'}, {'name': 'AngularJS'}, {'name': 'SQL'}, {'name': 'ООП'}, {'name': 'Разработка ПО'}, {'name': 'JSON API'}, {'name': 'JavaScript'}]",
436,436,,ИНВИТРО,,,Полная занятость,От 3 до 6 лет,,140000.0,frontend-разработчик,2020-10-06T10:54:07+0300,,Полный день,"[{'name': 'C#'}, {'name': 'ASP.NET'}, {'name': 'Entity Framework'}, {'name': 'Transact-SQL'}, {'name': 'JavaScript'}, {'name': 'HTML5'}]",Условия: Оклад обсуждаем на встречеКомфортный график (возможность выбора начала рабочего дня)Офис в пяти минутах пешком от м. Нагатинская (есть парковка)Дополнительные 3 дня отпуска к основному отпуску 28 днейКорпоративные скидки на услуги компании: 30 % скидки на анализы и прием профильных специалистов для Вас и членов семьи
445,445,,Платформа НТИ,"Университет НТИ 20.35 (https://2035.university/) - федеральный проект по разработке образовательной ИТ-платформы в масштабе страны (сотни университетов и миллионы пользователей). Задача Университета - трансформация системы образования и методов персонального развития в условиях цифровой экономики. Университет 20.35 ориентирован на подготовку лидеров компаний, участников Национальной технологической инициативы (НТИ) и специалистов, работающих на новых глобальных рынках. Подробнее о нашей компании и проекте - https://ntinews.ru/in_progress/likbez/universitet-20-35-instruktsiya-po-primeneniyu.html. ",,Полная занятость,От 1 года до 3 лет,,,frontend - разработчик vue.js (middle),2020-09-25T14:01:57+0300,,Удаленная работа,[],"Университет НТИ 20.35 (https://2035.university/) - федеральный проект по разработке образовательной ИТ-платформы в масштабе страны (сотни университетов и миллионы пользователей). Задача Университета - трансформация системы образования и методов персонального развития в условиях цифровой экономики. Университет 20.35 ориентирован на подготовку лидеров компаний, участников Национальной технологической инициативы (НТИ) и специалистов, работающих на новых глобальных рынках. Подробнее о нашей компании и проекте - https://ntinews.ru/in_progress/likbez/universitet-20-35-instruktsiya-po-primeneniyu.html. "
475,475,,TJ Art - маркетинг и продажи,"В связи с развитием компании, мы ищем нового человека в наш дружный коллектив. Если ты не совсем новичок, а уже имеешь представление о том, что написано в требованиях к вакансии, можешь самостоятельно сверстать и запрограммировать сайт на одной (а лучше нескольких) CMS, хочешь развиваться в веб-разработке и работать над интересными проектами - оставляй отклик! ",,Полная занятость,От 1 года до 3 лет,,40000.0,"веб-разработчик, frontend, php, битрикс",2020-10-06T16:45:01+0300,"В связи с развитием компании, мы ищем нового человека в наш дружный коллектив. Если ты не совсем новичок, а уже имеешь представление о том, что написано в требованиях к вакансии, можешь самостоятельно сверстать и запрограммировать сайт на одной (а лучше нескольких) CMS, хочешь развиваться в веб-разработке и работать над интересными проектами - оставляй отклик! ",Полный день,"[{'name': 'jQuery'}, {'name': '1С-Битрикс'}, {'name': 'CSS'}, {'name': 'Bootstrap'}, {'name': 'HTML'}, {'name': 'bitrix'}, {'name': 'Создание сайтов'}, {'name': 'Верстка'}, {'name': 'Веб-программирование'}, {'name': 'PHP5'}, {'name': 'PHP'}, {'name': 'Многозадачность'}]",
505,505,,ЦО Коалиция,Образовательный центр ,"Обязанности<br />Вам предстоит работать над созданием нового образовательного проекта и поддерживать текущий. Стек технологий нового - Vue, Typescript, Quasar, Socket.io, WebRTC - фронт; Laravel, PostgreSQL - бэкенд.<br />Мы используем GitFlow, для поставки задач - JIRA.<br />Разработка Vue-компонентов<br />Разработка WebRTC приложения для онлайн стримов<br />Содействие архитектуре и повышению качества кода<br />Взаимодействие с backend разработчиками, интеграция фронта<br />Умение писать поддерживаемый и читаемый код ",Полная занятость,От 1 года до 3 лет,,130000.0,frontend-разработчик,2020-10-12T21:26:03+0300,"Требования<br />Отличное знание JavaScript (ES2016, babel)<br />Опыт разработки приложений на Vue.js, знание Vuex.<br />TypeScript (мы используем Vue Class Component)<br />Webpack, умение писать и настраивать config<br />Умение разбираться в чужом коде и переписывать его, работать с легаси<br />Знание HTTP протокола<br />WebRTC (мы используем OpenEasyRTC)<br />Node.js, postgreSQL<br />Yarn, npm<br />Знание веб сокетов (мы используем Socket.io)<br />Верстка, jQuery (это по-минимуму, но знать необходимо)<br /><br />",Полный день,"[{'name': 'JavaScript'}, {'name': 'jQuery'}, {'name': 'PostgreSQL'}, {'name': 'Atlassian Jira'}, {'name': 'Git'}]","Условия<br />• Оформление по ТК РФ, белая заработная плата.<br />• Рабочий график: с 10:00 до 19:00 Пн-Пт. График может меняться.<br />• Офис по адресу: ул.Новочеремушкинская,<br />• Бесплатный хороший кофе, печенье<br />• Дружный и молодой коллектив<br />• Возможности дополнительного обучения и посещения проф.конференций<br /><br />Пожалуйста, указывайте ссылки на ваши проекты и/или github при отклике.  "
534,534,Новосибирск,ClearScale,,,Полная занятость,Более 6 лет,,270000.0,senior frontend developer (remote),2020-10-12T15:01:00+0300,,Удаленная работа,"[{'name': 'React'}, {'name': 'HTML'}, {'name': 'CSS'}, {'name': 'XML'}, {'name': 'JavaScript'}, {'name': 'TypeScript.js'}, {'name': 'UI'}, {'name': 'Figma'}, {'name': 'Английский язык'}, {'name': 'AWS'}, {'name': 'React.JS'}]",
566,566,,Сантехника-Онлайн,,Обязанности: разработка новых компонентов сайта;доработка существующего функционала;проведение анализа на предмет возможной оптимизации кода;улучшение производительности компонентов. ,Полная занятость,От 1 года до 3 лет,,,frontend-разработчик (react),2020-10-12T12:19:03+0300,"Требования: знание JavaScript на уровне синтаксиса ECMAScript 5, 6;опыт фронтенд-разработки от двух лет;опыт работы с React от одного года;кроссбраузерная и адаптивная верстка (HTML5 и CSS3);умение работать с препроцессором SASS/SCSS;взаимодействие с сервером с использованием AJAX и формата JSON;навыки работы с системами контроля версий (Git). ",Удаленная работа,"[{'name': 'React'}, {'name': 'JavaScript'}, {'name': 'CSS3'}, {'name': 'HTML5'}, {'name': 'Git'}]","Условия: официальное оформление по ТК РФ;адекватность руководства и демократичность процесса разработки;график работы удаленный;корпоративные скидки для сотрудников;молодой, позитивный, сплочённый коллектив единомышленников;заработная плата обсуждается индивидуально с каждым кандидатом на собеседовании.    "
600,600,Москва,Брокеркредитсервис,"Мы предоставляем онлайн-доступ к уникальной линейке продуктов и экспертизе БКС – инвестиционного дома № 1 в России. Наши диджитал-решения являются катализатором разработки новых продуктов для инвесторов.<br />В «Мире инвестиций» веб и мобайл – это единое пространство, созданное для удобства пользователя. Мы ориентируемся на бизнес-результат и ищем специалистов, готовых выпускать качественный продукт.<br />Мы ведем разработку в полнофункциональных автономных командах, используя микросервисы в качестве бэкенда и микрофронты для веба. Команды вместе с владельцами продукта отвечают за доведение фич от идеи до конечного клиента. ",Обязанности:  Разработка &quot;виджетов&quot; для микросервисного фронта кабинета &quot;Мир инвестиций&quot;;  Участие в проектировании и доработки платформы;  ,Полная занятость,Нет опыта,,,ведущий разработчик (frontend),2020-09-28T09:30:59+0300,"Требования: Знание нативного JavaScript;Понимание event loop;Опыт работы с promise/async/await, git; ",Полный день,[{'name': 'JavaScript'}],"Что мы можем предложить: Оформление в соответствии с ТК РФ - все по правилам порядочных работодателей;Комфортный офис в 7 мин. от м. Проспект Мира;Возможность принять участие в трансформации международной компании - крупнейшего игрока на инвестиционном рынке России;Возможность участия в профильных конференциях и тренингах за счет Компании;Гибкий график работы - ориентируемся на продуктивность;ДМС по льготным условиям;Минимум бюрократии и отсутствие дресс-кода;Профессиональная сильная команда, современные технологии;Мощное железо (макбуки или стационарные компьютеры, дополнительные мониторы);Уютная столовая, кофейня и вендинги;Корпоративные скидки для языковых курсов и фитнес-клубов;Спортивные команды по футболу и хоккею, квиз-турниры;Специальные предложения от БКС Банка."
669,669,Москва,Rambler Group,,,Полная занятость,От 1 года до 3 лет,,,frontend developer (рамблер почта),2020-10-15T16:02:18+0300,"Ожидания от Вас:<br />- Любите свою профессию и то, что вы делаете.<br />- Опыт коммерческой разработки не менее 2 лет.<br />- Свободно пишете на ES6.<br />- Опыт работы в экосистеме React, Redux, Node.js.<br />- Опыт написания тестов будет плюсом.<br />- Владеете Git, Gitflow, основами работы с командной строкой Linux.<br />- Руководствуетесь принципами: «leave code better than you found it», DRY, KISS.<br />- Умеете лаконично донести свои мысли, понять требования, следовать соглашениям и установленным договоренностям.<br />- Работать и развиваться вместе с командой, проводить code-review, быть наставником для талантливых разработчиков.<br />- Уверенно преодолеваете технические проблемы (кросс-браузерная верстка, pixel-perfect, отладка, webpack, gulp, post-css, CI).   ",Полный день,"[{'name': 'Node.js'}, {'name': 'Git'}, {'name': 'Linux'}, {'name': 'MongoDB'}, {'name': 'CSS'}, {'name': 'react'}]",
692,692,,ФГАОУ ДПО ЦРГОП и ИТ,,,Полная занятость,От 3 до 6 лет,,,middle frontend developer (react),2020-10-13T13:19:55+0300,"Требования: - Знание HTML5/CSS3. Адаптивная, кроссбраузерная вёрстка. - Понимание принципов UX - Наличие опыта бекенд-разработки будет являться плюсом;   ",Гибкий график,"[{'name': 'Git'}, {'name': 'PostgreSQL'}, {'name': 'CSS3'}, {'name': 'HTML5'}, {'name': 'Разработка технических заданий'}, {'name': 'react'}, {'name': 'Redux5'}, {'name': 'WebSocket'}, {'name': 'MongoDB'}, {'name': 'UX'}]",
786,786,Москва,Azur Games,"#вакансия #Москва #react #reactnative #redux #senior #banking #банкинг #B2B #финтех Проект: B2B онлайн банкинг Город: Москва, удаленка, офис Доход: 200 - 250 тыс. руб ",,Полная занятость,От 3 до 6 лет,250000.0,200000.0,senior frontend developer,2020-10-13T14:30:05+0300,,Удаленная работа,"[{'name': 'React'}, {'name': 'Typescript'}, {'name': 'JavaScript'}, {'name': 'Redux'}, {'name': 'React native'}]",
850,850,,Outlines Technologies,  Привет! Ищем Frontend-разработчика в финтех проект :) ,,Полная занятость,Более 6 лет,,,frontend-разработчик,2020-10-06T14:49:43+0300,,Полный день,"[{'name': 'JavaScript'}, {'name': 'микросервисная архитектура'}]",
860,860,,МАЙНДСЭТ,"В небольшую компанию по разработке программного обеспечения требуется javascript / frontend разработчик (ближе к fullstack js).   Режим работы фултайм / удаленно Требования: Профильное техническое образование, желание развиваться в области машинного обучения и анализа данных   Навыки: Хорошие знания javascript (и сопутствующих языков HTML, CSS, TypeScript)Знание современных UI фреймворковЗнание и опыт работы с Node.jsОпыт создания фронт систем (drag and drop, low code решения)Знание основ машинного обучения       Что предстоит делать: Обоснованный подбор фреймворков под проект (drag and drop, low code)Создание интерфейсов проекта (SaaS)Участие в общей разработке проекта (backend написан на python)Разработка приложений по machine learningРазвивать flow based programming в применении к машинному обучению (знание библиотек flowbased programming, streamlit приветствуется)   Условия: Долгосрочный договор подрядаУдаленная работаПодходит также для студентов старших курсов / выпускниковОклад + премии",,Полная занятость,От 1 года до 3 лет,,,frontend / full stack разработчик,2020-10-12T10:23:51+0300,"В небольшую компанию по разработке программного обеспечения требуется javascript / frontend разработчик (ближе к fullstack js).   Режим работы фултайм / удаленно Требования: Профильное техническое образование, желание развиваться в области машинного обучения и анализа данных   Навыки: Хорошие знания javascript (и сопутствующих языков HTML, CSS, TypeScript)Знание современных UI фреймворковЗнание и опыт работы с Node.jsОпыт создания фронт систем (drag and drop, low code решения)Знание основ машинного обучения       Что предстоит делать: Обоснованный подбор фреймворков под проект (drag and drop, low code)Создание интерфейсов проекта (SaaS)Участие в общей разработке проекта (backend написан на python)Разработка приложений по machine learningРазвивать flow based programming в применении к машинному обучению (знание библиотек flowbased programming, streamlit приветствуется)   Условия: Долгосрочный договор подрядаУдаленная работаПодходит также для студентов старших курсов / выпускниковОклад + премии",Удаленная работа,"[{'name': 'JavaScript'}, {'name': 'Node.js'}, {'name': 'React.js'}, {'name': 'HTML'}, {'name': 'CSS'}, {'name': 'Ajax'}, {'name': 'Аналитическое мышление'}, {'name': 'Английский язык'}]","В небольшую компанию по разработке программного обеспечения требуется javascript / frontend разработчик (ближе к fullstack js).   Режим работы фултайм / удаленно Требования: Профильное техническое образование, желание развиваться в области машинного обучения и анализа данных   Навыки: Хорошие знания javascript (и сопутствующих языков HTML, CSS, TypeScript)Знание современных UI фреймворковЗнание и опыт работы с Node.jsОпыт создания фронт систем (drag and drop, low code решения)Знание основ машинного обучения       Что предстоит делать: Обоснованный подбор фреймворков под проект (drag and drop, low code)Создание интерфейсов проекта (SaaS)Участие в общей разработке проекта (backend написан на python)Разработка приложений по machine learningРазвивать flow based programming в применении к машинному обучению (знание библиотек flowbased programming, streamlit приветствуется)   Условия: Долгосрочный договор подрядаУдаленная работаПодходит также для студентов старших курсов / выпускниковОклад + премии"
877,877,,МТС,"Предлагаем вам принять участие в разработке крупного внутреннего проекта автоматизации логистики, который может стать хорошим применением вашего опыта и дополнением к вашему резюме. ",,Полная занятость,От 3 до 6 лет,,,frontend-разработчик (react),2020-10-01T12:34:19+0300,"Требования: Умение работать с GitОпыт ведения задач в таск трекере (у нас используется JIRA)Навыки работы с FigmaВажен опыт работы в команде, умение работать с нестрого формализованными задачами.Инициативность. Предлагать улучшения по организации работы, реализации проекта.Высшее техническое образованиеЗнание javascript (ES6+)Знание HTML5, CSS3, SCSS, SASS, Bootstrapи готовность продемонстрировать эти знания на собеседовании или в коде своих проектов на github/bitbucketReact.js коммерческий опыт от 2 летУмение базово настраивать WEBPACKЗнания Redux ",Полный день,"[{'name': 'JavaScript'}, {'name': 'HTML5'}, {'name': 'React'}, {'name': 'Redux'}, {'name': 'webpack'}]","Условия: Офис в шаговой доступности от м. АэропортОформление в соответствии с ТК РФ. График работы 5/2. Начало дня - гибкое, можно выбрать с 9 до 11 по Московскому времениУдаленная работа до 4х дней в неделю из пяти по согласованию с руководителем (Полностью удаленная при продлении карантина)Стабильная белая заработная плата. Выплата премии 2 раза в год. Увеличенный ежегодный отпуск (31 день)ДМС в сети медцентров Медси (номер 3 в рейтинге 100 лучших частных клиник)Частичная компенсация фитнес абонементов и абонементов в бассейнСлужебную мобильную связьСкидки на покупки в розничной сетиСкидки от партнеров (абонементы, билеты на мероприятия и пр.)"
909,909,,Логистик Тайм,,,Полная занятость,От 1 года до 3 лет,,187000.0,frontend developer (react),2020-10-15T13:01:03+0300,,Полный день,"[{'name': 'Git'}, {'name': 'MongoDB'}, {'name': 'JavaScript'}, {'name': 'React'}]",
919,919,,Ростелеком Информационные Технологии,Наш проект называется «Портал Архитекторов». Задача проекта – разработать портал для коллективной разработки архитектуры сложных проектов. Портал позволит организовать полный цикл разработки архитектуры от идеи до технической инфраструктуры проекта. ,"Обязанности: Разработка нового и доработка существующего функционала;Участие в разработке технических решений и архитектуры ПО;Техническая поддержка кода программного продукта, исправление дефектов;Участие в код-ревью. Стек: TypeScript, reactJS, react-router, react-redux, redux, redux-saga. ",Полная занятость,Нет опыта,,,frontend-разработчик,2020-10-15T14:45:12+0300,,Полный день,[],"Условия:  Оформление в соответствии с ТК и полностью белая зарплата;  Достойная заработная плата по результатам собеседования;  Корпоративное обучение: конференции, тренинги, семинары, митапы и мастер классы. Онлайн библиотека и корпоративный университет;  ДМС, компенсация стоимости курсов по изучению английского языка, фитнеса, корпоративные скидки на услуги компании и многое другое после прохождения испытательного срока. "
992,992,,Рубедайт Рус,,,Полная занятость,От 3 до 6 лет,,,frontend (react native) developer,2020-10-06T16:23:34+0300,,Удаленная работа,[{'name': 'React Native'}],
993,993,Москва,Diasoft,,,Полная занятость,От 1 года до 3 лет,,,разработчик frontend,2020-09-24T19:42:43+0300,"Требования: Уверенное владение HTML, JavaScript (ES5,ES6), CSS;Релевантный опыт работы с фреймворками Angular (2+) и ReactJS;Понимание принципов работы flux-архитектуры (Redux, NgRx). ",Полный день,"[{'name': 'JavaScript , HTML, JQuery, CSS'}]",
1042,1042,Москва,Align Technology,"We are looking for JavaScript Developer who will join our team and will take part in creation of a world-known application for orthodontists (mini-dental CAD system).<br />Thousands of doctors use our application monthly for creation and modification of Invisalign treatment plans. The application include front-end part (based on React.JS, WebGL and Three.JS) and back-end with application logic and computational modules (based on C++).<br />  ",,Полная занятость,От 3 до 6 лет,,,frontend developer,2020-10-15T16:42:42+0300,,Полный день,"[{'name': 'JavaScript'}, {'name': 'Node.js'}, {'name': 'Git'}, {'name': 'CSS'}, {'name': 'HTML5'}]",
1059,1059,Москва,Галактика,,"Обязанности: Проектирование и разработка ПО.Поддержка и дальнейшее развитие функциональностей ПО.Оценка работ и ответственность за выполнение задач в срок.Участие в разработке архитектуры фронта.Взаимодействием со смежными отделами (бекэнд, тестирование и другие). ",Полная занятость,От 3 до 6 лет,,,frontend-разработчик,2020-10-06T14:44:51+0300,Требования: Знание и хорошее владение HTML5/CSS3.Работа с языком программирования Typescript.,Удаленная работа,"[{'name': 'JavaScript'}, {'name': 'Typescript'}, {'name': 'HTML'}, {'name': 'CSS'}, {'name': 'Git'}, {'name': 'Angular 2'}]",Условия: Полное соблюдение Трудового Кодекса РФ.
1065,1065,Москва,Леруа Мерлен,,,Полная занятость,От 3 до 6 лет,,,senior frontend developer,2020-10-09T20:03:14+0300,,Полный день,"[{'name': 'JavaScript'}, {'name': 'React'}]",
1069,1069,Москва,Брокеркредитсервис,"В связи с развитием проекта и расширением штата, мы ищем ",,Полная занятость,От 1 года до 3 лет,,,frontend developer,2020-10-01T15:51:20+0300,,Полный день,"[{'name': 'HTML5'}, {'name': 'Git'}, {'name': 'PHP'}, {'name': 'CSS'}, {'name': 'CMS'}, {'name': 'HTTP'}, {'name': 'HTTPS'}, {'name': 'OAuth'}]","Что мы предлагаем: Оформление в соответствии с ТК РФ, все по правилам порядочных работодателей;Комфортный офис в центре города (7 мин. от м. Проспект Мира);Гибкое начало дня. Есть возможность сдвинуть рабочие часы, чтобы трудиться эффективнее;Более чем конкурентную заработную плату;ДМС (по льготным условиям);Минимум бюрократии (особенно по меркам банковского сектора) и отсутствие дресс-кода;Льготное приобретение фитнеса в компании World Class;Бесплатные вечерние занятия в танцевальной студии БКС;Спортивные команды по футболу, волейболу, баскетболу, настольному теннису;Обучение английскому языку со скидкой прямо в офисе и дистанционно;Специальные предложения от БКС-Банка."
1116,1116,,Лейдерман Роман Петрович,Мы ищем опытного ,"Обязанности: Участие в разработке новых возможностей платформы.Проектирование и реализация сложных интерфейсов.Участие в code review, написание тестов.Работа в команде разработки проектов. ",Полная занятость,От 3 до 6 лет,,110000.0,frontend-разработчик,2020-10-15T12:29:51+0300,"Требования:   Отличное знание TypeScript и Angular.Знание Material Design. Будет плюсом опыт работы с Angular Material.Опыт разработки сложных web-приложений от 2х лет.Написание качественного, тестируемого кода.Понимание ценности и принципов Agile. ",Удаленная работа,"[{'name': 'AngularJS'}, {'name': 'Git'}, {'name': 'SVN'}, {'name': 'Agile Project Management'}]",
