,Unnamed: 0,city,company_name,description,duty,employment,experience,max_salary,min_salary,name,published_date,requirements,schedule,skills,terms
1751,1751,,Лидс,,,Полная занятость,От 3 до 6 лет,100000.0,,fullstack php developer,2020-10-15T17:35:21+0300,,Удаленная работа,"[{'name': 'Git'}, {'name': 'jQuery'}, {'name': 'Redis'}, {'name': 'PHP'}, {'name': 'Yii'}, {'name': 'PHPUnit'}, {'name': 'SQL'}, {'name': 'Unix'}, {'name': 'Doctrine'}, {'name': 'Docker'}, {'name': 'JavaScript'}, {'name': 'CSS'}]",
1753,1753,Москва,Osome,,,Полная занятость,От 1 года до 3 лет,370000.0,270000.0,fullstack (node.js + react) developer в osome,2020-10-14T16:29:02+0300,,Гибкий график,"[{'name': 'Node.js'}, {'name': 'JavaScript'}, {'name': 'PostgreSQL'}, {'name': 'AWS'}, {'name': 'TypeScript'}, {'name': 'React.js'}]","Условия Гибкий график (сами распределяете свое время, никто за Вами не следит)Можно работать как в нашем офисе на станции Менделеевская, 6 шагов от метро, так и удаленно.Отсутствие “корпората” и строгой иерархии в компании: никакого прямого начальника над тобой, работа по agile-принципам, отсутствие бюрократииЗП платим в долларахОдна из самых сильных команд разработки в России "
1767,1767,Москва,Тинькофф,"Мы разрабатываем облачную платформу виртуальных рабочих мест WebOffice. Платформа дает возможность сотрудникам компании работать удаленно, без привязки к офисному рабочему месту. Внутри платформы мы их обучаем и мотивируем, организуем рабочие процессы и общение, контроль качества и геймификацию. Сегодня на платформе работает больше 11 500 удаленных сотрудников в режиме 24/7 и в пике создают нагрузку 4 000 RPS + 5 000 realtime соединений, обрабатывая больше 1.5 миллионов заявок в сутки. ","Обязанности Проектировать и разрабатывать IT-системыПринимать и аргументировать собственные технические решенияПисать код, который будет стабильно работать и не огорчит тех, кто откроет его после тебяРаботать в Agile-команде, активно взаимодействовать с аналитиками, разработчиками и тестировщиками — без лишней бюрократии ",Полная занятость,От 1 года до 3 лет,,,fullstack .net разработчик,2020-09-27T21:30:07+0300,"Требования Уверенное знание языка C# и .NET FrameworkПонимание принципов ООП, знание паттернов проектирования, принципов SOLIDОпыт разработки web-приложений с применением стека ASP.NETОпыт разработки REST API и WCF-сервисовЖелание разрабатывать SPA-приложения на Angular (научим, если не было опыта)Знание SQL (опыт с noSQL как плюс)Желание вникать в бизнес-контекст, понимать задачи и проблемы пользователей и стремиться делать по-настоящему полезные продукты, за которые не стыдноГотовность непрерывно развиваться — по-другому никак ",Полный день,[],"Условия Работа в комфортном офисе у метро «Водный стадион». У нас уютный офис с панорамным видом на город и подземной парковкойПрофессиональное развитие. Мы постоянно проводим митапы, тренинги и мастер-классы. В твоем распоряжении огромная библиотека с технической литературойБесплатные и вкусные обеды в уютном Tinkoff Сafe. Если захочешь перекусить — на каждом этаже есть кухня с чаем, кофе и фруктамиЗабота о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Для твоих близких предложим льготные условия страхованияЗанятия в бесплатном фитнес-зале Tinkoff Sport. Пользуйся тренажерами, посещай групповые программы с крутыми тренерами, грейся в сауне. А еще мы регулярно устраиваем турниры по футболу, волейболу и хоккеюДостойная твоего профессионального уровня зарплата"
1930,1930,,ВсеИнструменты.ру,"ВсеИнструменты.ру - это, прежде всего, сильнейшая команда профессионалов, что позволило нам за 14 лет вырасти с нуля до одной из крупнейших e-commerce компаний в стране и стать абсолютным лидером в своем сегменте: продажа инструментов и оборудования. О нашем успехе говорит следующее: 14-е место в мире в сегменте Home and Garden за 2019 год;10-е место в рейтинге топ-100 крупнейших интернет-магазинов России за 2019 год;30-е место в рейтинге топ-100 лучших работодателей России от HeadHunter за 2019 год. Мы продолжаем расти. В ближайших планах выход на рынок СНГ и мировой рынок. Вместе с компанией растет и наша IT команда. ",,Полная занятость,От 3 до 6 лет,,90000.0,"fullstack-разработчик (php, js, yii)",2020-10-13T15:17:33+0300,,Удаленная работа,"[{'name': 'PHP'}, {'name': 'Yii'}, {'name': 'SQL'}, {'name': 'ООП'}, {'name': 'JavaScript'}]","Почему стоит выбрать нас? Дела компании действительно идут хорошо, что позволяет работникам: Получать высокую, 100% белую зарплату, бонусы и премии;Иметь хороший соц. пакет: компенсацию занятий спортом, ДМС;Участвовать в различных корпоративных мероприятиях, тимбилдингах;Чувствовать уверенность в завтрашнем дне. Компания искренне заинтересована в развитии сотрудников, поэтому у нас: Созданы условия для профессионального роста: нетривиальные задачи, наставничество, внутренние и внешние обучения, митапы, mini-MBA, профессиональные конференции, корпоративная библиотека;Существует прозрачная система оценки профессиональных достижений;Имеются широкие возможности для горизонтального и вертикального роста;Выбор между уютным хорошо оснащенным офисом в г. Нижний Новгород и удаленной работой. "
2065,2065,,Русатом Инфраструктурные Решения,,"Обязанности:<br />● Формирование команды разработчиков, управление компетенциями команды;<br />● Планирование проекта разработки программного продукта: календарный план выпуска релизов, оценка бюджета, оценка потребности в ресурсах;<br />● Управление работой команды разработчиков (Agile), постановка и декомпозиция задач;<br />● Управление рисками проекта разработки программного обеспечения;<br />● Перевод готового программного продукта в эксплуатацию;<br />● Организация и участие в написании технической документации на программный продукт;<br />● Непосредственное участие в процессе разработки архитектуры системы и ее дальнейшей реализации, построения интеграций с внешними системами ",Полная занятость,От 3 до 6 лет,,250000.0,тимлид (fullstack),2020-10-01T17:41:02+0300,"Требования:<br />● Релевантный опыт в области разработки и управления командой от 4-х человек<br />● Опыт разработки микросервисной архитектуры;<br />● Опыт работы с PostgreSQL, Redis; опыт проектирования баз данных различного уровня;<br />● Умение тестировать свой и чужой код;<br />● Понимание принципов и механизмов CI / CD. ",Гибкий график,"[{'name': 'Atlassian Jira'}, {'name': 'Agile Project Management'}, {'name': 'PostgreSQL'}, {'name': 'Управление разработкой'}, {'name': 'Java'}, {'name': 'Redis'}, {'name': 'Fullstack'}, {'name': 'JavaScript'}, {'name': 'Фреймворки'}, {'name': 'SpringBoot'}]",
2370,2370,Москва,Дурнев Илья Эдуардович,,"Обязанности: Разработка сайтов с нуля, техническая поддержка, доработка и модернизация сайтов и сервисов. Это включает в себя: Самостоятельную реализацию задач по техподдержке и разработке (Веб-программирование, Front-end, Back-end, менеджмент-задачи)Формирование технических заданий.Коммуникацию с заказчиком.Оценку трудозатрат и сроков на реализацию задачСоздание и ведение отчетной документации.Ведение текущих проектов, консультирование клиентов по функционалу и администрированию сайта, обработка входящих задачУчастие в предпродажной подготовке проектов ",Полная занятость,От 1 года до 3 лет,100000.0,45000.0,fullstack-программист / web-разработчик,2020-10-14T14:06:41+0300,"Требования:   Опыт и знание основного стека - 1C Битрикс, PHP, JavaScript, HTML5, CSS, SQL. Сверстать страницу с нуля, &quot;натянуть&quot; вёрстку на Битрикс, разработать калькулятор или наладить интеграцию товаров по API от поставщика - несколько примеров типовых задач.Умение работать в условиях большого числа изменений, сохраняя спокойствие и сфокусированность на целях проекта.Хорошие навыки работы с командой - помогать работать и достигать цели, ставить задачи и контролировать ход из реализацииСпособность общаться на грамотном русском - устно и письменно.Терпимость к мнениям, вкусам и взглядам других людей, способность быть профессионалом в любой ситуации. ",Удаленная работа,"[{'name': 'JavaScript'}, {'name': '1С-Битрикс'}, {'name': 'CSS'}, {'name': 'HTML5'}, {'name': 'PHP'}, {'name': 'PHP5'}, {'name': 'HTML'}, {'name': 'SQL'}, {'name': 'Bootstrap'}, {'name': 'MySQL'}, {'name': 'jQuery'}, {'name': 'CSS3'}, {'name': 'Git'}, {'name': 'HTTP'}, {'name': 'PHP4'}, {'name': 'Веб-программирование'}, {'name': 'Техническая поддержка'}, {'name': 'Управление проектами'}, {'name': 'Разработка технических заданий'}, {'name': 'Администрирование сайтов'}, {'name': 'Постановка задач разработчикам'}, {'name': 'Разработка ПО'}, {'name': 'Кроссбраузерная верстка'}, {'name': 'Администрирование'}]","Требования:   Опыт и знание основного стека - 1C Битрикс, PHP, JavaScript, HTML5, CSS, SQL. Сверстать страницу с нуля, &quot;натянуть&quot; вёрстку на Битрикс, разработать калькулятор или наладить интеграцию товаров по API от поставщика - несколько примеров типовых задач.Умение работать в условиях большого числа изменений, сохраняя спокойствие и сфокусированность на целях проекта.Хорошие навыки работы с командой - помогать работать и достигать цели, ставить задачи и контролировать ход из реализацииСпособность общаться на грамотном русском - устно и письменно.Терпимость к мнениям, вкусам и взглядам других людей, способность быть профессионалом в любой ситуации. "
3511,3511,Москва,.masterhost,,Обязанности: Разработка и поддержка веб-сайтов.Развитие веб-сервисов группы компаний.Адаптивная верстка посадочных страниц.Верстка шаблонов email-рассылок.   ,Полная занятость,От 1 года до 3 лет,,,веб-разработчик / fullstack developer,2020-10-06T11:23:39+0300,"Требования: Опыт работы в данной области от 2-х лет.Отличное знание HTML5 и CSS3 (Использование препроцессоров SASS/Stylus, CSS-анимации, верстка с использованием flex-контейнеров).Уверенное знание JavaScript, AJAX, JSON, опыт работы с современными фреймворками (мы используем Vue, опыт работы с Angular/React будет плюсом).Уверенное знание PHP и опыт работы с различными CMS и фреймворками (laravel).Знание особенностей современных браузеров, навыки кросс-браузерной верстки.Опыт работы с Webpack, Gulp.Понимание принципов оптимизации web-страниц.Системный подход в ведении библиотек скриптов и стилей.Опыт работы с шаблонизаторами.Опыт работы с системами контроля версий (Git, SVN).Умение работать в команде, самостоятельность и ответственность.   ",Полный день,"[{'name': 'JavaScript'}, {'name': 'PHP'}, {'name': 'MySQL'}, {'name': 'Git'}, {'name': 'HTML5'}, {'name': 'Laravel'}, {'name': 'Vue'}, {'name': 'CMS'}, {'name': 'Webpack'}, {'name': 'Sass'}]","Условия: Интересная работа в стабильной IT-компании (20 лет на рынке).Оформление по ТК РФ (полностью «белая» заработная плата, оплачиваемые больничные листы и ежегодный отпуск, испытательный срок 3 месяца).График работы 5/2 (с гибким временем начала (9-11) и окончанием (18-20) и перерывом на обед 1 час).Профессиональный, финансовый и карьерный рост и развитие.Комфортное рабочее место в современном просторном офисе-лофте класса «А» в 5 мин. пешком от ст. м. Кожуховская.Удобная кухня с ароматным кофе и мягкими пуфиками.Дружный молодой коллектив единомышленников."
3528,3528,Москва,МТС,,,Полная занятость,От 1 года до 3 лет,,,fullstack developer (проект в itsm),2020-10-07T10:48:51+0300,,Полный день,[],"Условия:  официальное оформление в соответствии с трудовым законодательством;  стабильная белая зарплата, премии;  офис м. Смоленская, г. Москва;  график работы 5/2, гибкое начало рабочего дня;  ДМС, корпоративная связь, дополнительные дни ежегодного отпуска;  доступное обучение: вы можете проходить тренинги очно, дистанционно, в Корпоративном университете, у провайдеров и наставников, участие в чемпионатах по программированию. "
3807,3807,Москва,Philipp Plein,,,Полная занятость,От 1 года до 3 лет,140000.0,120000.0,middle php fullstack developer / salesforce developer,2020-10-14T10:22:03+0300,,Полный день,"[{'name': 'Git'}, {'name': 'JavaScript'}, {'name': 'jQuery'}, {'name': 'Bootstrap'}, {'name': 'CSS'}, {'name': 'PHP'}, {'name': 'Symfony'}, {'name': 'Redis'}, {'name': 'MySQL'}, {'name': 'Unix'}, {'name': 'SalesForce Commerce Cloud'}, {'name': 'SFCC'}]",
3891,3891,,Совкомбанк,"Наша команда занимается созданием и развитием инновационных ИТ-решений, помогая бизнесу создавать уникальные услуги для клиентов. Мы успешно реализовываем проекты на базе различных ИТ-технологий. Мы используем в своей работе принципы Agile. У нас работают высококвалифицированные сотрудники, обладающие глубокой технической экспертизой. В нашем коллективе более ","Обязанности: Разработка лизинговых проектов;Проектирование и разработка ПО;Развитие продукта, интеграция с внешними сервисами, доработка текущего функционала;Работа над проектами, представляющими собой сложные информационные системы;Взаимодействие с командой аналитики и тестирования. ",Полная занятость,От 1 года до 3 лет,,,fullstack разработчик (совкомбанк технологии),2020-09-17T13:46:46+0300,"Требования: Опыт разработки от 2-х лет;Знание frontend части (react+redux, webpack, npm, less, lodash, es6);Знание backend части (nodejs, php, mongodb);Опыт самостоятельного построения проектов (SPA &amp; API);Понимание принципов ООП;Представление об архитектуре веб-приложений;Абстрактное мышление;Умение разбираться в чужом коде. ",Полный день,"[{'name': 'MongoDB'}, {'name': 'Less'}, {'name': 'Node.js'}, {'name': 'react'}, {'name': 'redux'}, {'name': 'PHP'}, {'name': 'ООП'}]",
3989,3989,,Altermeliora OU,,"Обязанности:  Разработка компонентов новой LMS (learning management system) платформы  Поддержка и улучшение существующих продуктов компании (внутренняя система приема платежей, интернет-магазин)  Участие в code-review  ",Полная занятость,От 1 года до 3 лет,,1500.0,typescript fullstack разработчик,2020-09-25T17:11:12+0300,"Требования:  React, Redux, Redux-Saga, Rest API, GraphQL (client)   NodeJS, NestJS (это плюс), знакомство с PostgreSQL, MongoDB, ORM (желательно TypeORM), GraphQL (server)  Jest (+ Enzyme или React Testing Library)  Git  Знание технического английского - для чтения документации  Хорошие навыки управления временем  Умение организовать свою работу  ",Удаленная работа,"[{'name': 'Git'}, {'name': 'MongoDB'}, {'name': 'PostgreSQL'}, {'name': 'Atlassian Jira'}, {'name': 'Jest'}, {'name': 'React'}, {'name': 'Redux'}, {'name': 'Rest API'}, {'name': 'Node.js'}, {'name': 'GraphQL'}]","Условия:  Конкурентная зарплата в евро (в зависимости от уровня кандидата)  Настоящий дух стартапа, отсутствие legacy и greenfield для разработки  100% удаленный режим работы, 30 часов в неделю кодим, 10 часов думаем  20 рабочих дней отпуска  Работаем в SCRUM, используем 2х недельные спринты  Используем Jira для планирования и отслеживания задач  Общаемся через Slack в Московском часовом поясе  Мы используем Gitlab в качестве VCS и для CI/CD  Деплоим на Google Cloud Platform в качестве облачной платформы  "
4159,4159,,IT-FLOT,,Обязанности:  Работа будет заключаться в разработке стартапов.<br />Проекты в основном по функционалу похожи на доски объявлений (типо авито).    ,Полная занятость,От 1 года до 3 лет,120000.0,100000.0,fullstack-разработчик (vuejs/laravel),2020-09-25T10:31:39+0300,"Требования: • HTML5, CSS3<br />• LESS, SASS, CSS Animations<br />• JavaScript<br />• Кроссбраузерная верстка<br />• Адаптивная верстка<br />• Vue.Js (Vuex, Vue Router, Nuxt)<br />• Laravel<br />• Docker<br />• Socket.io<br />• Mysql, redis, memcache<br />• Git<br />• Пунктуальность<br />• ОтветственностьВажно наличие готовых проектов на Laravel и Nuxt. Всему остальному можно научиться в работе. ",Удаленная работа,"[{'name': 'CSS3'}, {'name': 'JavaScript'}, {'name': 'HTML5'}, {'name': 'Vue.Js'}, {'name': 'Laravel'}, {'name': 'Nuxt'}]",Условия: Формат работы: удаленная<br />Занятость: полнаяРабота происходит по задачам в Planfix.Испытательный срок 2 месяца. После испытательного срока зарплату поднимаем.Бонусы за оперативность и инициативу
